user_id,occupation,monthly_income,income_variance,upi_txn_count,upi_avg_amount,upi_inflow_outflow_ratio,gst_filing_frequency,monthly_revenue,savings_ratio,missed_payments,credit_score,loan_repaid,risk_level,reason
782,shopkeeper,28888,0.54,94,360,1.98,3,117047,0.13,5,411,0,High Risk,High missed payments
783,shopkeeper,53732,0.36,363,1534,1.46,2,173498,0.29,2,572,0,High Risk,Stable financial behavior
784,freelancer,91623,0.45,228,1281,1.79,4,50982,0.48,1,794,1,Low Risk,Stable financial behavior
785,delivery_agent,56305,0.31,431,2761,1.92,6,79720,0.33,2,593,0,High Risk,Stable financial behavior
786,shopkeeper,56037,0.38,467,2535,1.89,4,167818,0.42,2,592,0,High Risk,Stable financial behavior
787,driver,19346,0.57,93,755,1.07,3,48514,0.34,1,362,0,High Risk,Stable financial behavior
788,vendor,10587,0.14,320,1409,0.62,7,154923,0.43,2,319,0,High Risk,Stable financial behavior
789,shopkeeper,22763,0.23,127,471,0.76,3,170868,0.48,0,386,0,High Risk,Stable financial behavior
790,shopkeeper,69165,0.49,375,1823,0.59,1,96034,0.17,3,657,1,Medium Risk,High missed payments
791,freelancer,79615,0.15,227,2418,0.66,9,118388,0.13,4,716,1,Medium Risk,High missed payments
792,delivery_agent,46116,0.14,406,2684,0.78,5,185664,0.27,1,531,0,High Risk,Stable financial behavior
793,vendor,95751,0.28,465,996,1.01,1,64845,0.37,0,825,1,Low Risk,Stable financial behavior
794,driver,35556,0.15,52,1236,1.32,2,167002,0.15,5,448,0,High Risk,High missed payments
795,vendor,69042,0.39,263,1884,1.57,0,130853,0.05,4,652,1,Medium Risk,High missed payments
796,driver,28099,0.21,391,1614,0.82,4,128417,0.2,4,418,0,High Risk,High missed payments
797,delivery_agent,55096,0.55,123,898,1.51,8,133436,0.49,4,571,0,High Risk,High missed payments
798,driver,81986,0.49,100,1639,1.56,1,41159,0.36,2,728,1,Medium Risk,Stable financial behavior
799,freelancer,23230,0.45,116,1368,1.34,11,109788,0.23,2,387,0,High Risk,Stable financial behavior
800,freelancer,39009,0.41,381,2139,1.86,6,44003,0.14,2,488,0,High Risk,Low savings
801,freelancer,80969,0.53,142,1997,0.67,4,125722,0.21,2,722,1,Medium Risk,Stable financial behavior
802,freelancer,43866,0.21,225,1358,0.77,1,55139,0.13,0,510,0,High Risk,Low savings
803,vendor,94246,0.54,194,436,1.14,7,72452,0.1,2,804,1,Low Risk,Low savings
804,delivery_agent,86975,0.49,56,2085,0.69,10,42205,0.46,1,761,1,Low Risk,Stable financial behavior
805,driver,51855,0.47,318,1211,1.35,5,76955,0.5,4,558,0,High Risk,High missed payments
806,driver,91557,0.38,425,2075,1.1,3,27464,0.12,0,798,1,Low Risk,Low savings
807,freelancer,16416,0.22,371,765,0.93,3,29840,0.07,5,345,0,High Risk,High missed payments
808,freelancer,82516,0.31,53,2528,0.75,1,60768,0.2,2,727,1,Medium Risk,Stable financial behavior
809,shopkeeper,65915,0.5,187,2651,1.0,2,160533,0.26,5,630,1,Medium Risk,High missed payments
810,delivery_agent,28058,0.12,280,2897,1.41,6,40927,0.14,4,416,0,High Risk,High missed payments
811,vendor,86637,0.49,137,475,1.36,2,118622,0.19,0,760,1,Low Risk,Low savings
812,driver,50718,0.22,66,1489,0.75,4,35329,0.14,4,538,0,High Risk,High missed payments
813,shopkeeper,42602,0.17,101,2123,0.69,9,35791,0.4,5,494,0,High Risk,High missed payments
814,shopkeeper,84658,0.16,183,434,0.54,5,72627,0.37,0,751,1,Low Risk,Stable financial behavior
815,driver,88112,0.11,260,105,0.52,5,148885,0.34,3,768,1,Low Risk,High missed payments
816,vendor,68067,0.36,374,2731,1.82,3,165444,0.22,0,661,1,Medium Risk,Stable financial behavior
817,shopkeeper,37516,0.21,442,155,0.57,5,199541,0.46,2,480,0,High Risk,Stable financial behavior
818,shopkeeper,97969,0.59,268,2946,1.6,2,129554,0.49,5,824,1,Low Risk,High missed payments
819,delivery_agent,11089,0.39,254,719,1.81,6,150436,0.13,4,315,0,High Risk,High missed payments
820,vendor,47346,0.17,260,425,0.65,6,107073,0.15,4,526,0,High Risk,High missed payments
821,shopkeeper,84663,0.44,326,792,1.15,3,54370,0.29,4,748,1,Medium Risk,High missed payments
822,vendor,20487,0.55,73,1016,1.94,1,71408,0.09,1,367,0,High Risk,Low savings
823,driver,10155,0.47,53,357,1.75,10,110941,0.25,1,311,0,High Risk,Stable financial behavior
824,freelancer,77494,0.14,201,2188,1.23,6,174775,0.31,2,708,1,Medium Risk,Stable financial behavior
825,shopkeeper,86229,0.55,492,851,1.64,2,166306,0.28,3,765,1,Low Risk,High missed payments
826,delivery_agent,48547,0.5,308,159,1.75,0,158604,0.2,1,540,0,High Risk,Stable financial behavior
827,driver,38795,0.18,373,1714,1.02,1,55416,0.29,0,487,0,High Risk,Stable financial behavior
828,vendor,65296,0.13,406,2682,1.84,9,92439,0.48,5,642,1,Medium Risk,High missed payments
829,driver,31447,0.38,217,389,1.21,8,38242,0.14,2,437,0,High Risk,Low savings
830,shopkeeper,46598,0.18,225,1638,1.29,11,99324,0.34,3,528,0,High Risk,High missed payments
831,vendor,51814,0.52,359,1028,2.0,7,55249,0.07,0,566,0,High Risk,Low savings
832,freelancer,85330,0.28,340,2453,1.76,5,120124,0.08,4,754,1,Low Risk,High missed payments
833,driver,97960,0.56,105,1965,1.04,5,115049,0.3,1,824,1,Low Risk,Stable financial behavior
834,shopkeeper,73278,0.38,157,217,0.52,0,105078,0.1,0,679,1,Medium Risk,Low savings
835,delivery_agent,65077,0.19,345,606,1.44,1,52294,0.06,3,634,1,Medium Risk,High missed payments
836,vendor,81906,0.17,373,954,1.56,3,154756,0.13,2,738,1,Medium Risk,Low savings
837,driver,19528,0.39,351,154,1.48,2,174867,0.3,0,374,0,High Risk,Stable financial behavior
838,driver,60100,0.48,383,2097,1.95,0,161503,0.37,2,610,1,Medium Risk,Stable financial behavior
839,freelancer,18179,0.49,190,2247,1.79,7,109627,0.14,4,355,0,High Risk,High missed payments
840,freelancer,58781,0.24,204,195,1.17,6,110381,0.35,3,596,0,High Risk,High missed payments
841,delivery_agent,65267,0.2,311,2813,0.59,3,110027,0.13,3,633,1,Medium Risk,High missed payments
842,delivery_agent,92379,0.11,322,923,1.21,11,90366,0.33,1,804,1,Low Risk,Stable financial behavior
843,shopkeeper,33952,0.44,469,348,1.53,11,114176,0.24,5,457,0,High Risk,High missed payments
844,shopkeeper,63798,0.14,281,1786,1.41,8,139667,0.34,3,630,1,Medium Risk,High missed payments
845,delivery_agent,60939,0.31,290,695,1.31,10,92870,0.5,0,620,1,Medium Risk,Stable financial behavior
846,delivery_agent,39516,0.4,404,2820,1.2,3,67387,0.47,0,494,0,High Risk,Stable financial behavior
847,vendor,66526,0.57,386,687,0.94,0,29304,0.05,0,647,1,Medium Risk,Low savings
848,freelancer,20449,0.26,307,2336,0.92,9,37032,0.45,4,374,0,High Risk,High missed payments
849,shopkeeper,60290,0.22,298,2561,1.25,0,111291,0.08,3,604,1,Medium Risk,High missed payments
850,freelancer,96661,0.43,126,2550,0.74,0,132889,0.48,3,812,1,Low Risk,High missed payments
851,freelancer,82954,0.41,229,833,1.01,0,79486,0.18,0,740,1,Medium Risk,Low savings
852,delivery_agent,32746,0.27,115,946,0.99,3,85552,0.22,1,441,0,High Risk,Stable financial behavior
853,vendor,77990,0.56,357,420,1.38,0,180726,0.09,1,713,1,Medium Risk,Low savings
854,driver,68810,0.52,397,536,0.6,1,59244,0.1,3,655,1,Medium Risk,High missed payments
855,vendor,93297,0.21,220,2087,1.74,3,157014,0.38,3,799,1,Low Risk,High missed payments
856,vendor,25223,0.22,71,2262,1.34,6,70697,0.47,2,397,0,High Risk,Stable financial behavior
857,freelancer,82237,0.36,416,1410,1.51,1,146031,0.32,3,739,1,Medium Risk,High missed payments
858,vendor,12597,0.49,156,241,1.55,7,22693,0.37,0,329,0,High Risk,Stable financial behavior
859,shopkeeper,75677,0.12,488,779,0.94,6,101098,0.39,5,701,1,Medium Risk,High missed payments
860,freelancer,12659,0.45,372,2311,1.21,8,26259,0.17,4,328,0,High Risk,High missed payments
861,shopkeeper,96516,0.42,276,2671,1.93,5,139746,0.07,3,819,1,Low Risk,High missed payments
862,driver,84567,0.22,493,1006,1.65,3,127772,0.05,3,755,1,Low Risk,High missed payments
863,freelancer,25037,0.44,491,430,1.95,5,137928,0.21,0,413,0,High Risk,Stable financial behavior
864,driver,56738,0.57,445,2770,1.62,3,156014,0.16,2,592,0,High Risk,Low savings
865,freelancer,81678,0.12,265,847,0.76,6,67419,0.08,5,726,1,Medium Risk,High missed payments
866,delivery_agent,22109,0.26,118,288,0.6,8,122092,0.13,3,375,0,High Risk,High missed payments
867,vendor,32010,0.32,133,2797,1.37,2,76105,0.11,1,437,0,High Risk,Low savings
868,delivery_agent,18787,0.55,152,1155,1.04,2,178455,0.46,1,361,0,High Risk,Stable financial behavior
869,driver,18472,0.58,88,1436,0.91,1,43404,0.11,1,353,0,High Risk,Low savings
870,vendor,33383,0.32,62,2602,1.71,0,92656,0.29,4,438,0,High Risk,High missed payments
871,freelancer,71709,0.48,346,2299,1.05,0,156774,0.32,4,671,1,Medium Risk,High missed payments
872,vendor,79785,0.37,362,1577,0.98,2,120965,0.29,5,718,1,Medium Risk,High missed payments
873,shopkeeper,44518,0.37,230,1717,1.77,6,76332,0.09,3,512,0,High Risk,High missed payments
874,vendor,63909,0.24,317,86,1.77,10,190491,0.19,3,632,1,Medium Risk,High missed payments
875,shopkeeper,28351,0.21,62,2741,1.03,8,123182,0.07,3,411,0,High Risk,High missed payments
876,vendor,79624,0.24,169,2046,1.75,1,131395,0.23,4,713,1,Medium Risk,High missed payments
877,shopkeeper,63330,0.38,402,1475,1.78,6,122619,0.13,5,625,1,Medium Risk,High missed payments
878,driver,25282,0.11,106,2862,1.14,0,128269,0.3,3,393,0,High Risk,High missed payments
879,delivery_agent,94866,0.55,89,2803,0.6,1,93844,0.36,0,805,1,Low Risk,Stable financial behavior
880,freelancer,31778,0.18,423,2642,0.5,5,190314,0.29,2,444,0,High Risk,Stable financial behavior
881,vendor,34264,0.21,385,1540,1.28,10,144983,0.25,1,463,0,High Risk,Stable financial behavior
882,delivery_agent,69675,0.36,177,1274,1.02,4,54142,0.22,1,660,1,Medium Risk,Stable financial behavior
883,freelancer,15075,0.46,222,2637,2.0,7,129699,0.43,0,348,0,High Risk,Stable financial behavior
884,freelancer,85948,0.15,84,2072,1.66,11,116226,0.15,3,753,1,Low Risk,High missed payments
885,shopkeeper,58454,0.26,308,2491,1.64,10,27393,0.38,5,597,0,High Risk,High missed payments
886,driver,38365,0.58,425,882,1.93,1,122281,0.39,5,479,0,High Risk,High missed payments
887,driver,82766,0.23,54,646,1.83,0,179965,0.24,4,728,1,Medium Risk,High missed payments
888,delivery_agent,58200,0.26,267,2490,0.98,6,29388,0.18,3,593,0,High Risk,High missed payments
889,driver,21002,0.52,60,749,0.75,5,82969,0.26,5,362,0,High Risk,High missed payments
890,vendor,23947,0.13,431,1696,1.62,7,56660,0.09,3,399,0,High Risk,High missed payments
891,driver,89222,0.33,376,2068,1.07,10,109244,0.07,1,784,1,Low Risk,Low savings
892,delivery_agent,88610,0.29,166,490,1.21,7,175798,0.1,1,772,1,Low Risk,Low savings
893,driver,62142,0.26,233,1910,1.45,1,99544,0.13,4,611,1,Medium Risk,High missed payments
894,vendor,66307,0.24,443,1690,1.86,7,151183,0.28,1,654,1,Medium Risk,Stable financial behavior
895,shopkeeper,14493,0.15,411,1579,1.13,5,135370,0.43,3,343,0,High Risk,High missed payments
896,delivery_agent,60085,0.26,165,2417,1.67,8,37545,0.16,0,608,1,Medium Risk,Low savings
897,shopkeeper,44228,0.12,211,2650,0.9,11,191240,0.47,4,512,0,High Risk,High missed payments
898,shopkeeper,89676,0.49,116,1144,1.55,6,153451,0.48,0,781,1,Low Risk,Stable financial behavior
899,shopkeeper,61875,0.3,249,617,0.5,1,107346,0.48,3,612,1,Medium Risk,High missed payments
900,freelancer,41655,0.32,80,285,1.81,7,192192,0.43,4,491,0,High Risk,High missed payments
901,freelancer,53472,0.55,124,1354,0.55,8,37809,0.21,0,565,0,High Risk,Stable financial behavior
902,shopkeeper,59437,0.43,286,1235,1.57,6,47967,0.08,4,599,0,High Risk,High missed payments
903,delivery_agent,59416,0.1,376,1082,0.57,3,160820,0.31,3,603,1,Medium Risk,High missed payments
904,vendor,69711,0.57,115,2157,0.9,8,43424,0.3,5,652,1,Medium Risk,High missed payments
905,vendor,16816,0.22,119,2990,1.25,3,174986,0.43,4,344,0,High Risk,High missed payments
906,driver,87175,0.15,346,1890,1.13,11,128411,0.5,5,767,1,Low Risk,High missed payments
907,delivery_agent,74307,0.48,496,274,0.79,3,170563,0.28,3,694,1,Medium Risk,High missed payments
908,freelancer,56733,0.35,465,1892,1.0,8,90069,0.21,4,590,0,High Risk,High missed payments
909,shopkeeper,21240,0.32,69,2797,1.59,7,109119,0.13,4,368,0,High Risk,High missed payments
910,driver,81363,0.22,490,631,1.5,3,57049,0.05,5,732,1,Medium Risk,High missed payments
911,vendor,42762,0.37,275,218,0.61,7,47821,0.28,1,506,0,High Risk,Stable financial behavior
912,freelancer,18259,0.24,483,1515,1.62,7,115797,0.3,5,365,0,High Risk,High missed payments
913,freelancer,60139,0.55,458,63,0.58,6,181017,0.42,5,607,1,Medium Risk,High missed payments
914,shopkeeper,24849,0.21,445,2261,1.31,9,168456,0.28,5,403,0,High Risk,High missed payments
915,vendor,91768,0.54,248,1493,0.89,5,179482,0.46,3,790,1,Low Risk,High missed payments
916,delivery_agent,99709,0.38,88,2854,1.38,7,97734,0.33,2,835,1,Low Risk,Stable financial behavior
917,freelancer,64869,0.51,194,1920,0.89,6,158241,0.43,5,627,1,Medium Risk,High missed payments
918,shopkeeper,73095,0.46,94,1593,1.98,4,191201,0.12,4,673,1,Medium Risk,High missed payments
919,delivery_agent,80910,0.45,444,1739,0.96,11,117445,0.43,0,742,1,Medium Risk,Stable financial behavior
920,vendor,96710,0.26,375,1621,0.86,3,23830,0.35,1,826,1,Low Risk,Stable financial behavior
921,freelancer,33567,0.22,430,1101,0.92,11,106940,0.13,5,452,0,High Risk,High missed payments
922,delivery_agent,45292,0.21,456,1781,1.84,1,178829,0.14,5,520,0,High Risk,High missed payments
923,delivery_agent,84813,0.53,140,495,1.45,10,83867,0.47,1,753,1,Low Risk,Stable financial behavior
924,delivery_agent,61631,0.51,287,765,1.6,7,186722,0.06,5,611,1,Medium Risk,High missed payments
925,freelancer,19885,0.32,119,868,1.88,8,184838,0.26,4,364,0,High Risk,High missed payments
926,freelancer,69659,0.17,215,2201,1.87,3,52419,0.19,2,661,1,Medium Risk,Low savings
927,driver,64306,0.29,179,2839,1.61,3,36668,0.35,5,623,1,Medium Risk,High missed payments
928,vendor,76314,0.41,263,475,0.8,4,167318,0.43,1,703,1,Medium Risk,Stable financial behavior
929,shopkeeper,75087,0.33,389,1174,1.77,1,44996,0.21,5,692,1,Medium Risk,High missed payments
930,delivery_agent,39165,0.49,138,1614,0.81,6,71312,0.24,3,476,0,High Risk,High missed payments
931,driver,68929,0.6,384,2736,1.61,4,154137,0.49,4,660,1,Medium Risk,High missed payments
932,shopkeeper,77028,0.2,301,899,1.53,5,30467,0.4,4,705,1,Medium Risk,High missed payments
933,driver,59812,0.33,418,1595,1.64,3,172079,0.45,2,611,1,Medium Risk,Stable financial behavior
934,freelancer,60500,0.32,398,1179,1.3,7,48702,0.25,3,613,1,Medium Risk,High missed payments
935,delivery_agent,89151,0.25,121,1752,1.46,7,114369,0.16,3,771,1,Low Risk,High missed payments
936,shopkeeper,68643,0.2,214,2051,1.93,11,95569,0.24,2,659,1,Medium Risk,Stable financial behavior
937,shopkeeper,54900,0.13,98,2866,0.65,4,73952,0.37,0,573,0,High Risk,Stable financial behavior
938,shopkeeper,52946,0.54,101,326,0.96,11,54169,0.1,5,554,0,High Risk,High missed payments
939,shopkeeper,17851,0.31,338,1856,1.42,5,36829,0.17,3,359,0,High Risk,High missed payments
940,shopkeeper,26288,0.35,327,2997,1.95,2,24522,0.07,0,413,0,High Risk,Low savings
941,driver,82692,0.56,163,2285,0.64,0,105687,0.24,0,735,1,Medium Risk,Stable financial behavior
942,delivery_agent,77580,0.49,288,1989,0.53,8,186391,0.42,4,707,1,Medium Risk,High missed payments
943,freelancer,17368,0.17,182,2202,0.58,8,140334,0.06,5,346,0,High Risk,High missed payments
944,freelancer,95436,0.38,323,595,0.58,2,177615,0.35,4,810,1,Low Risk,High missed payments
945,freelancer,56403,0.32,215,2477,1.86,3,138576,0.47,1,587,0,High Risk,Stable financial behavior
946,freelancer,19168,0.5,423,159,1.58,6,137419,0.16,4,368,0,High Risk,High missed payments
947,driver,96497,0.46,422,594,1.52,1,181545,0.36,3,823,1,Low Risk,High missed payments
948,vendor,59879,0.45,342,2451,1.28,11,27699,0.49,3,610,1,Medium Risk,High missed payments
949,delivery_agent,69871,0.27,292,792,1.67,2,88165,0.48,5,660,1,Medium Risk,High missed payments
950,shopkeeper,99388,0.5,369,2414,0.73,5,191527,0.16,0,842,1,Low Risk,Low savings
951,vendor,42174,0.13,187,1339,1.09,10,95692,0.1,3,498,0,High Risk,High missed payments
952,freelancer,16581,0.18,128,1925,1.24,7,37441,0.12,4,343,0,High Risk,High missed payments
953,vendor,81853,0.27,219,1138,0.67,0,50716,0.37,4,726,1,Medium Risk,High missed payments
954,delivery_agent,74046,0.14,172,382,1.13,3,82175,0.38,5,680,1,Medium Risk,High missed payments
955,shopkeeper,59678,0.22,225,1586,0.97,0,26834,0.35,4,597,0,High Risk,High missed payments
956,shopkeeper,36649,0.52,349,1206,0.55,1,38179,0.2,2,467,0,High Risk,Stable financial behavior
957,delivery_agent,98668,0.57,131,641,0.71,7,46219,0.13,5,821,1,Low Risk,High missed payments
958,delivery_agent,92325,0.25,136,832,1.65,5,123153,0.31,5,787,1,Low Risk,High missed payments
959,freelancer,24567,0.23,274,589,0.53,8,166854,0.27,3,396,0,High Risk,High missed payments
960,shopkeeper,90404,0.24,65,2832,1.9,1,94967,0.38,5,772,1,Low Risk,High missed payments
961,vendor,99906,0.24,359,1608,0.63,2,122454,0.25,1,843,1,Low Risk,Stable financial behavior
962,driver,71944,0.12,407,1569,1.7,8,29496,0.2,3,682,1,Medium Risk,High missed payments
963,driver,88002,0.56,212,2718,1.85,8,190310,0.18,3,768,1,Low Risk,High missed payments
964,delivery_agent,38803,0.21,147,668,1.91,5,66025,0.15,2,478,0,High Risk,Low savings
965,freelancer,28230,0.31,205,1883,1.8,2,79886,0.17,3,415,0,High Risk,High missed payments
966,driver,27862,0.1,51,1041,0.93,4,174635,0.09,0,411,0,High Risk,Low savings
967,shopkeeper,53355,0.53,399,2196,1.0,1,23712,0.21,4,565,0,High Risk,High missed payments
968,delivery_agent,41259,0.47,446,2414,1.14,6,114067,0.07,4,497,0,High Risk,High missed payments
969,vendor,97445,0.57,218,2220,0.71,9,65489,0.13,5,818,1,Low Risk,High missed payments
970,delivery_agent,40795,0.49,364,2896,0.53,10,52664,0.39,2,498,0,High Risk,Stable financial behavior
971,vendor,18770,0.26,374,1666,1.8,7,163492,0.2,4,366,0,High Risk,High missed payments
972,delivery_agent,21093,0.22,424,1568,1.33,5,25315,0.35,0,388,0,High Risk,Stable financial behavior
973,delivery_agent,56571,0.45,141,2554,1.41,7,95033,0.37,2,583,0,High Risk,Stable financial behavior
974,delivery_agent,10193,0.28,230,571,1.89,1,137862,0.31,1,314,0,High Risk,Stable financial behavior
975,vendor,27569,0.38,280,2617,1.5,2,99030,0.48,4,413,0,High Risk,High missed payments
976,vendor,21190,0.1,350,966,1.54,6,83910,0.06,3,379,0,High Risk,High missed payments
977,delivery_agent,72824,0.13,197,766,1.68,9,141075,0.38,0,687,1,Medium Risk,Stable financial behavior
978,driver,52752,0.37,329,2412,0.67,11,75919,0.48,0,572,0,High Risk,Stable financial behavior
979,freelancer,42327,0.38,238,2806,1.04,0,155204,0.44,4,496,0,High Risk,High missed payments
980,freelancer,52070,0.48,396,2807,1.95,6,147153,0.13,5,559,0,High Risk,High missed payments
981,freelancer,95925,0.17,399,1986,1.88,5,61598,0.2,1,825,1,Low Risk,Stable financial behavior
982,vendor,50197,0.36,363,609,1.83,7,171623,0.13,3,551,0,High Risk,High missed payments
983,vendor,12261,0.2,460,1018,1.18,6,88206,0.32,1,335,0,High Risk,Stable financial behavior
984,driver,36512,0.15,459,2453,1.79,3,94900,0.37,1,478,0,High Risk,Stable financial behavior
985,freelancer,16716,0.31,177,1127,0.57,2,46296,0.19,4,341,0,High Risk,High missed payments
986,freelancer,96795,0.18,56,939,0.72,2,169138,0.29,3,811,1,Low Risk,High missed payments
987,delivery_agent,38933,0.21,475,842,1.12,3,179964,0.36,4,486,0,High Risk,High missed payments
988,vendor,14378,0.26,96,2362,1.23,8,95577,0.24,4,330,0,High Risk,High missed payments
989,freelancer,50583,0.23,102,1031,0.9,8,97173,0.43,5,541,0,High Risk,High missed payments
990,driver,95371,0.14,236,851,1.03,1,84771,0.4,0,815,1,Low Risk,Stable financial behavior
991,driver,39033,0.14,87,92,0.74,4,178556,0.08,5,468,0,High Risk,High missed payments
992,freelancer,34000,0.2,275,1659,1.23,0,97865,0.33,5,446,0,High Risk,High missed payments
993,vendor,85868,0.13,102,2959,1.69,3,119074,0.16,4,748,1,Medium Risk,High missed payments
994,driver,52604,0.41,448,1827,1.49,1,178187,0.3,5,562,0,High Risk,High missed payments
995,delivery_agent,78336,0.24,273,399,0.66,7,177110,0.48,5,710,1,Medium Risk,High missed payments
